Date,Price,Trend Indicator
2013-12-25,707.3,0.0
2013-12-26,802.0,0.0
2013-12-27,803.0,0.0
2013-12-28,762.0,0.5
2013-12-29,785.0,0.5
2013-12-30,804.8,0.5
2013-12-31,805.9,0.5
2014-01-01,815.9,1.0
2014-01-02,856.9,1.0
2014-01-03,884.3,1.0
2014-01-04,924.7,1.0
2014-01-05,1014.7,1.0
2014-01-06,1012.7,1.0
2014-01-07,879.9,1.0
2014-01-08,938.8,1.0
2014-01-09,937.0,1.0
2014-01-10,957.8,1.0
2014-01-11,1005.3,1.0
2014-01-12,939.8,1.0
2014-01-13,922.9,1.0
2014-01-14,919.3,1.0
2014-01-15,941.2,1.0
2014-01-16,913.5,1.0
2014-01-17,894.2,1.0
2014-01-18,905.7,0.5
2014-01-19,954.8,0.5
2014-01-20,956.0,1.0
2014-01-21,962.2,1.0
2014-01-22,951.0,1.0
2014-01-23,944.2,1.0
2014-01-24,916.5,1.0
2014-01-25,961.0,1.0
2014-01-26,1007.0,1.0
2014-01-27,943.5,1.0
2014-01-28,932.7,1.0
2014-01-29,925.7,1.0
2014-01-30,941.4,0.5
2014-01-31,938.8,0.5
2014-02-01,940.4,0.5
2014-02-02,953.3,0.5
2014-02-03,931.7,1.0
2014-02-04,926.6,0.5
2014-02-05,904.5,0.5
2014-02-06,828.9,0.5
2014-02-07,695.7,0.0
2014-02-08,648.8,0.0
2014-02-09,659.6,0.0
2014-02-10,582.6,-0.5
2014-02-11,579.0,-0.5
2014-02-12,531.1,-0.5
2014-02-13,451.4,-0.5
2014-02-14,427.7,-0.5
2014-02-15,371.1,-0.5
2014-02-16,299.8,-0.5
2014-02-17,272.3,-1.0
2014-02-18,294.0,-1.0
2014-02-19,261.5,-1.0
2014-02-20,111.9,-1.0
2014-02-21,111.6,-1.0
2014-02-22,255.6,-1.0
2014-02-23,310.2,-1.0
2014-02-24,174.0,-1.0
2014-02-25,135.8,-1.0
2014-02-26,593.1,-1.0
2014-02-27,596.5,-0.5
2014-02-28,573.9,-0.5
2014-03-01,557.4,-0.5
2014-03-02,544.6,-0.5
2014-03-03,662.2,-0.5
2014-03-04,661.8,0.0
2014-03-05,658.3,0.0
2014-03-06,648.3,0.0
2014-03-07,616.7,0.0
2014-03-08,609.2,0.0
2014-03-09,627.0,0.0
2014-03-10,613.0,0.0
2014-03-11,608.7,0.0
2014-03-12,619.4,0.0
2014-03-13,625.0,0.0
2014-03-14,614.0,0.0
2014-03-15,624.0,0.0
2014-03-16,619.1,0.0
2014-03-17,606.4,0.0
2014-03-18,598.9,0.0
2014-03-19,595.0,0.0
2014-03-20,566.0,0.0
2014-03-21,549.6,-0.5
2014-03-22,564.3,-0.5
2014-03-23,551.2,-0.5
2014-03-24,567.6,-1.0
2014-03-25,562.9,-1.0
2014-03-26,562.5,-1.0
2014-03-27,460.5,-1.0
2014-03-28,482.6,-1.0
2014-03-29,477.1,-1.0
2014-03-30,446.9,-1.0
2014-03-31,444.7,-1.0
2014-04-01,463.5,-1.0
2014-04-02,424.4,-1.0
2014-04-03,436.3,-1.0
2014-04-04,444.4,-1.0
2014-04-05,456.6,-1.0
2014-04-06,455.7,-1.0
2014-04-07,462.4,-1.0
2014-04-08,466.6,-1.0
2014-04-09,457.3,-1.0
2014-04-10,384.6,-1.0
2014-04-11,435.1,-1.0
2014-04-12,437.6,-1.0
2014-04-13,427.6,-1.0
2014-04-14,478.4,-1.0
2014-04-15,526.4,-1.0
2014-04-16,537.0,-0.5
2014-04-17,502.0,-0.5
2014-04-18,485.5,-0.5
2014-04-19,506.0,-0.5
2014-04-20,498.5,0.0
2014-04-21,495.2,0.0
2014-04-22,487.9,0.0
2014-04-23,487.3,0.0
2014-04-24,500.3,0.0
2014-04-25,464.5,0.0
2014-04-26,457.9,-1.0
2014-04-27,443.2,-1.0
2014-04-28,441.9,-1.0
2014-04-29,446.1,-1.0
2014-04-30,445.6,-1.0
2014-05-01,460.1,-1.0
2014-05-02,453.7,-1.0
2014-05-03,438.6,-1.0
2014-05-04,436.0,-1.0
2014-05-05,430.9,-1.0
2014-05-06,432.2,-1.0
2014-05-07,446.5,-1.0
2014-05-08,441.1,-1.0
2014-05-09,445.5,-1.0
2014-05-10,451.9,-1.0
2014-05-11,433.2,-1.0
2014-05-12,438.2,-1.0
2014-05-13,433.9,-1.0
2014-05-14,442.6,-1.0
2014-05-15,448.1,-1.0
2014-05-16,453.6,-1.0
2014-05-17,452.8,-0.5
2014-05-18,450.1,-0.5
2014-05-19,443.9,-0.5
2014-05-20,484.6,-0.5
2014-05-21,488.8,0.0
2014-05-22,515.4,0.0
2014-05-23,518.1,0.0
2014-05-24,520.5,0.0
2014-05-25,570.4,0.0
2014-05-26,582.0,0.5
2014-05-27,570.1,0.5
2014-05-28,570.8,0.5
2014-05-29,564.4,0.5
2014-05-30,612.3,0.5
2014-05-31,627.9,0.5
2014-06-01,649.8,0.5
2014-06-02,655.5,0.5
2014-06-03,669.4,0.5
2014-06-04,638.9,0.5
2014-06-05,660.2,0.5
2014-06-06,650.4,0.5
2014-06-07,651.7,0.5
2014-06-08,651.0,1.0
2014-06-09,644.3,1.0
2014-06-10,655.6,1.0
2014-06-11,643.0,1.0
2014-06-12,597.1,1.0
2014-06-13,610.3,0.5
2014-06-14,583.4,0.5
2014-06-15,582.3,0.5
2014-06-16,599.1,0.5
2014-06-17,605.1,0.5
2014-06-18,606.2,0.5
2014-06-19,600.2,0.5
2014-06-20,590.8,0.5
2014-06-21,597.0,0.5
2014-06-22,603.6,0.5
2014-06-23,591.2,0.5
2014-06-24,588.8,0.5
2014-06-25,568.5,0.5
2014-06-26,582.7,0.0
2014-06-27,602.2,0.0
2014-06-28,597.6,0.5
2014-06-29,601.1,0.5
2014-06-30,635.1,1.0
2014-07-01,643.2,1.0
2014-07-02,645.7,1.0
2014-07-03,638.0,1.0
2014-07-04,624.0,1.0
2014-07-05,623.0,1.0
2014-07-06,626.7,1.0
2014-07-07,613.6,1.0
2014-07-08,615.3,1.0
2014-07-09,623.0,1.0
2014-07-10,618.4,1.0
2014-07-11,632.9,1.0
2014-07-12,635.9,1.0
2014-07-13,628.0,1.0
2014-07-14,618.3,1.0
2014-07-15,619.6,1.0
2014-07-16,614.8,0.5
2014-07-17,626.6,0.5
2014-07-18,627.5,1.0
2014-07-19,627.0,1.0
2014-07-20,621.0,1.0
2014-07-21,625.1,1.0
2014-07-22,622.5,1.0
2014-07-23,621.7,1.0
2014-07-24,601.9,0.5
2014-07-25,600.5,0.5
2014-07-26,596.0,0.0
2014-07-27,595.0,0.0
2014-07-28,587.9,0.0
2014-07-29,585.8,0.0
2014-07-30,564.6,-0.5
2014-07-31,589.5,-0.5
2014-08-01,598.8,-1.0
2014-08-02,591.7,-1.0
2014-08-03,588.9,-1.0
2014-08-04,592.8,-1.0
2014-08-05,588.8,-1.0
2014-08-06,589.8,-1.0
2014-08-07,592.8,-1.0
2014-08-08,595.8,-1.0
2014-08-09,589.5,-1.0
2014-08-10,592.1,-1.0
2014-08-11,575.9,-1.0
2014-08-12,567.7,-1.0
2014-08-13,542.1,-1.0
2014-08-14,504.8,-1.0
2014-08-15,496.5,-1.0
2014-08-16,522.0,-1.0
2014-08-17,485.5,-1.0
2014-08-18,462.2,-1.0
2014-08-19,485.1,-1.0
2014-08-20,516.8,-1.0
2014-08-21,517.9,-1.0
2014-08-22,516.1,-1.0
2014-08-23,497.7,-1.0
2014-08-24,509.7,-1.0
2014-08-25,502.9,-1.0
2014-08-26,512.6,-1.0
2014-08-27,515.2,-1.0
2014-08-28,510.8,-1.0
2014-08-29,512.6,-1.0
2014-08-30,506.0,-1.0
2014-08-31,481.8,-1.0
2014-09-01,477.2,-1.0
2014-09-02,478.9,-1.0
2014-09-03,480.0,-1.0
2014-09-04,491.0,-1.0
2014-09-05,483.6,-1.0
2014-09-06,484.5,-1.0
2014-09-07,485.8,-1.0
2014-09-08,475.7,-1.0
2014-09-09,474.9,-1.0
2014-09-10,479.7,-1.0
2014-09-11,478.5,-1.0
2014-09-12,477.7,-1.0
2014-09-13,478.2,-1.0
2014-09-14,477.7,-1.0
2014-09-15,477.7,-1.0
2014-09-16,466.8,-1.0
2014-09-17,461.1,-1.0
2014-09-18,424.3,-1.0
2014-09-19,397.7,-1.0
2014-09-20,411.5,-1.0
2014-09-21,401.6,-1.0
2014-09-22,404.1,-1.0
2014-09-23,436.9,-1.0
2014-09-24,423.8,-1.0
2014-09-25,412.3,-1.0
2014-09-26,404.5,-1.0
2014-09-27,399.0,-1.0
2014-09-28,379.1,-1.0
2014-09-29,376.8,-1.0
2014-09-30,388.2,-1.0
2014-10-01,382.8,-1.0
2014-10-02,375.1,-1.0
2014-10-03,363.5,-1.0
2014-10-04,335.3,-1.0
2014-10-05,322.9,-1.0
2014-10-06,331.5,-1.0
2014-10-07,331.6,-1.0
2014-10-08,350.9,-1.0
2014-10-09,360.9,-1.0
2014-10-10,361.7,-1.0
2014-10-11,361.2,-1.0
2014-10-12,373.2,-1.0
2014-10-13,387.3,-1.0
2014-10-14,397.1,-0.5
2014-10-15,393.2,-0.5
2014-10-16,379.8,-0.5
2014-10-17,380.5,-0.5
2014-10-18,390.9,-0.5
2014-10-19,387.3,-0.5
2014-10-20,380.4,-0.5
2014-10-21,382.4,-0.5
2014-10-22,378.9,-0.5
2014-10-23,355.8,-0.5
2014-10-24,355.1,-1.0
2014-10-25,346.7,-1.0
2014-10-26,348.7,-1.0
2014-10-27,350.1,-1.0
2014-10-28,351.1,-1.0
2014-10-29,335.1,-1.0
2014-10-30,344.9,-1.0
2014-10-31,337.9,-1.0
2014-11-01,325.4,-1.0
2014-11-02,322.5,-1.0
2014-11-03,324.2,-1.0
2014-11-04,328.0,-1.0
2014-11-05,338.0,-1.0
2014-11-06,347.7,-1.0
2014-11-07,341.9,-1.0
2014-11-08,343.5,-1.0
2014-11-09,362.0,-1.0
2014-11-10,367.1,-0.5
2014-11-11,365.4,-0.5
2014-11-12,432.0,-0.5
2014-11-13,428.7,0.0
2014-11-14,396.5,0.0
2014-11-15,374.9,0.0
2014-11-16,385.6,0.0
2014-11-17,384.7,0.0
2014-11-18,379.2,0.0
2014-11-19,381.4,0.0
2014-11-20,357.3,0.0
2014-11-21,351.8,-0.5
2014-11-22,352.0,-0.5
2014-11-23,365.9,-1.0
2014-11-24,378.9,-1.0
2014-11-25,376.4,-0.5
2014-11-26,365.4,0.0
2014-11-27,368.8,-0.5
2014-11-28,377.6,-0.5
2014-11-29,376.3,0.0
2014-11-30,374.9,0.0
2014-12-01,378.6,0.0
2014-12-02,380.6,0.0
2014-12-03,377.0,0.0
2014-12-04,369.8,0.0
2014-12-05,377.6,0.0
2014-12-06,376.3,0.0
2014-12-07,376.5,0.0
2014-12-08,365.0,0.0
2014-12-09,352.2,-0.5
2014-12-10,347.9,-1.0
2014-12-11,347.7,-1.0
2014-12-12,353.4,-1.0
2014-12-13,348.2,-1.0
2014-12-14,349.4,-1.0
2014-12-15,345.4,-1.0
2014-12-16,330.2,-1.0
2014-12-17,320.0,-1.0
2014-12-18,310.3,-1.0
2014-12-19,317.8,-1.0
2014-12-20,330.4,-1.0
2014-12-21,322.6,-1.0
2014-12-22,330.8,-1.0
2014-12-23,335.3,-1.0
2014-12-24,322.4,-1.0
2014-12-25,319.0,-1.0
2014-12-26,330.0,-1.0
2014-12-27,315.3,-1.0
2014-12-28,316.5,-1.0
2014-12-29,314.1,-1.0
2014-12-30,311.3,-1.0
2014-12-31,318.2,-1.0
2015-01-01,314.9,-1.0
2015-01-02,315.2,-1.0
2015-01-03,287.1,-1.0
2015-01-04,264.7,-1.0
2015-01-05,274.8,-1.0
2015-01-06,282.3,-1.0
2015-01-07,291.3,-1.0
2015-01-08,282.7,-1.0
2015-01-09,288.0,-1.0
2015-01-10,273.4,-1.0
2015-01-11,264.8,-1.0
2015-01-12,269.3,-1.0
2015-01-13,221.3,-1.0
2015-01-14,164.9,-1.0
2015-01-15,209.8,-1.0
2015-01-16,206.9,-1.0
2015-01-17,199.6,-1.0
2015-01-18,210.6,-1.0
2015-01-19,215.9,-1.0
2015-01-20,210.6,-1.0
2015-01-21,228.2,-1.0
2015-01-22,232.7,-1.0
2015-01-23,232.2,-1.0
2015-01-24,248.2,-1.0
2015-01-25,252.1,-0.5
2015-01-26,269.2,-0.5
2015-01-27,263.3,-0.5
2015-01-28,236.2,-0.5
2015-01-29,234.0,-0.5
2015-01-30,231.8,-1.0
2015-01-31,218.5,-1.0
2015-02-01,225.3,-1.0
2015-02-02,238.9,-1.0
2015-02-03,227.4,-1.0
2015-02-04,226.6,-1.0
2015-02-05,216.5,-1.0
2015-02-06,223.0,-1.0
2015-02-07,227.7,-1.0
2015-02-08,223.7,-1.0
2015-02-09,220.3,-1.0
2015-02-10,219.7,-1.0
2015-02-11,218.8,-1.0
2015-02-12,221.8,-1.0
2015-02-13,236.2,-1.0
2015-02-14,258.6,-0.5
2015-02-15,233.3,-0.5
2015-02-16,235.8,-0.5
2015-02-17,243.2,-0.5
2015-02-18,235.2,-0.5
2015-02-19,241.9,-0.5
2015-02-20,244.5,0.0
2015-02-21,244.4,0.0
2015-02-22,235.7,0.0
2015-02-23,238.8,0.0
2015-02-24,238.9,0.0
2015-02-25,237.3,0.0
2015-02-26,236.5,0.0
2015-02-27,253.5,0.0
2015-02-28,254.1,0.0
2015-03-01,257.9,0.0
2015-03-02,273.8,0.0
2015-03-03,280.6,0.0
2015-03-04,271.9,0.0
2015-03-05,275.2,0.0
2015-03-06,272.6,0.5
2015-03-07,274.9,0.5
2015-03-08,274.5,0.5
2015-03-09,290.0,0.5
2015-03-10,291.4,0.5
2015-03-11,295.6,0.5
2015-03-12,293.9,0.5
2015-03-13,287.2,0.5
2015-03-14,281.6,0.5
2015-03-15,284.9,0.5
2015-03-16,290.4,0.5
2015-03-17,285.4,0.5
2015-03-18,255.9,0.5
2015-03-19,260.9,0.0
2015-03-20,261.8,0.0
2015-03-21,259.7,0.0
2015-03-22,268.6,0.0
2015-03-23,265.5,0.0
2015-03-24,246.7,0.0
2015-03-25,246.4,-0.5
2015-03-26,248.0,-0.5
2015-03-27,247.2,-1.0
2015-03-28,252.0,-1.0
2015-03-29,242.1,-1.0
2015-03-30,246.8,-1.0
2015-03-31,244.1,-1.0
2015-04-01,246.2,-1.0
2015-04-02,252.6,-1.0
2015-04-03,254.5,-1.0
2015-04-04,252.9,-1.0
2015-04-05,259.6,-1.0
2015-04-06,255.0,-0.5
2015-04-07,253.0,-0.5
2015-04-08,244.6,-0.5
2015-04-09,243.3,-1.0
2015-04-10,234.7,-1.0
2015-04-11,236.5,-1.0
2015-04-12,235.9,-1.0
2015-04-13,223.6,-1.0
2015-04-14,218.0,-1.0
2015-04-15,223.0,-1.0
2015-04-16,228.0,-1.0
2015-04-17,222.6,-1.0
2015-04-18,223.4,-1.0
2015-04-19,223.0,-1.0
2015-04-20,224.2,-1.0
2015-04-21,233.7,-1.0
2015-04-22,233.8,-1.0
2015-04-23,235.4,-1.0
2015-04-24,231.1,-0.5
2015-04-25,226.1,-0.5
2015-04-26,218.7,-1.0
2015-04-27,229.0,-1.0
2015-04-28,225.8,-1.0
2015-04-29,225.4,-1.0
2015-04-30,235.8,-1.0
2015-05-01,233.2,-0.5
2015-05-02,235.3,-0.5
2015-05-03,240.0,-0.5
2015-05-04,239.0,-0.5
2015-05-05,235.8,-0.5
2015-05-06,230.0,-0.5
2015-05-07,237.7,-0.5
2015-05-08,243.7,-0.5
2015-05-09,241.4,0.0
2015-05-10,240.0,0.0
2015-05-11,241.8,0.0
2015-05-12,241.6,0.0
2015-05-13,236.4,0.0
2015-05-14,236.9,0.0
2015-05-15,237.2,0.0
2015-05-16,236.2,0.0
2015-05-17,236.3,-0.5
2015-05-18,232.6,-0.5
2015-05-19,232.0,-1.0
2015-05-20,234.0,-1.0
2015-05-21,235.4,-1.0
2015-05-22,240.4,-1.0
2015-05-23,238.9,0.0
2015-05-24,241.0,0.0
2015-05-25,237.4,0.0
2015-05-26,237.8,0.0
2015-05-27,237.3,0.0
2015-05-28,237.3,0.0
2015-05-29,237.0,0.0
2015-05-30,233.2,0.0
2015-05-31,229.8,-1.0
2015-06-01,223.1,-1.0
2015-06-02,225.7,-1.0
2015-06-03,225.6,-1.0
2015-06-04,224.2,-1.0
2015-06-05,225.3,-1.0
2015-06-06,224.7,-1.0
2015-06-07,223.5,-1.0
2015-06-08,228.6,-1.0
2015-06-09,229.6,-1.0
2015-06-10,228.8,-1.0
2015-06-11,229.9,-1.0
2015-06-12,230.5,-0.5
2015-06-13,232.5,-0.5
2015-06-14,233.8,-0.5
2015-06-15,237.0,-0.5
2015-06-16,249.8,0.0
2015-06-17,247.4,0.0
2015-06-18,248.4,0.0
2015-06-19,244.1,0.5
2015-06-20,245.0,0.5
2015-06-21,244.1,0.5
2015-06-22,247.5,0.5
2015-06-23,243.8,0.5
2015-06-24,240.6,0.5
2015-06-25,242.6,0.5
2015-06-26,242.9,0.5
2015-06-27,250.7,0.5
2015-06-28,248.9,0.5
2015-06-29,257.0,0.5
2015-06-30,264.1,0.5
2015-07-01,257.6,0.5
2015-07-02,254.9,0.5
2015-07-03,255.4,0.5
2015-07-04,260.5,0.5
2015-07-05,270.1,0.5
2015-07-06,269.1,0.5
2015-07-07,266.2,0.5
2015-07-08,268.6,0.5
2015-07-09,269.1,0.5
2015-07-10,283.6,0.5
2015-07-11,292.0,0.5
2015-07-12,310.4,0.5
2015-07-13,290.4,0.5
2015-07-14,287.0,0.5
2015-07-15,283.4,1.0
2015-07-16,276.6,1.0
2015-07-17,279.6,1.0
2015-07-18,274.0,1.0
2015-07-19,273.2,1.0
2015-07-20,277.7,0.5
2015-07-21,275.1,0.5
2015-07-22,276.5,0.5
2015-07-23,275.5,0.5
2015-07-24,288.4,0.5
2015-07-25,288.7,1.0
2015-07-26,291.8,1.0
2015-07-27,293.0,1.0
2015-07-28,293.7,1.0
2015-07-29,288.4,1.0
2015-07-30,287.0,1.0
2015-07-31,283.7,1.0
2015-08-01,280.5,1.0
2015-08-02,281.4,0.5
2015-08-03,281.6,0.5
2015-08-04,284.3,0.5
2015-08-05,281.7,0.5
2015-08-06,278.0,0.5
2015-08-07,277.9,0.5
2015-08-08,258.6,0.5
2015-08-09,263.9,0.0
2015-08-10,263.3,0.0
2015-08-11,269.0,0.0
2015-08-12,267.7,0.0
2015-08-13,263.4,-0.5
2015-08-14,265.0,-0.5
2015-08-15,260.5,-0.5
2015-08-16,257.1,-0.5
2015-08-17,257.1,-1.0
2015-08-18,246.7,-1.0
2015-08-19,226.0,-1.0
2015-08-20,234.7,-1.0
2015-08-21,232.4,-1.0
2015-08-22,229.5,-1.0
2015-08-23,226.8,-1.0
2015-08-24,211.4,-1.0
2015-08-25,220.5,-1.0
2015-08-26,225.0,-1.0
2015-08-27,222.7,-1.0
2015-08-28,231.6,-1.0
2015-08-29,228.5,-1.0
2015-08-30,228.4,-1.0
2015-08-31,229.5,-1.0
2015-09-01,227.2,-1.0
2015-09-02,228.6,-1.0
2015-09-03,226.2,-1.0
2015-09-04,230.3,-1.0
2015-09-05,233.7,-1.0
2015-09-06,239.9,-1.0
2015-09-07,239.6,-0.5
2015-09-08,243.2,-0.5
2015-09-09,237.4,-0.5
2015-09-10,238.1,-0.5
2015-09-11,239.9,-0.5
2015-09-12,235.6,-0.5
2015-09-13,230.2,-0.5
2015-09-14,229.9,-1.0
2015-09-15,229.5,-1.0
2015-09-16,228.6,-1.0
2015-09-17,232.7,-1.0
2015-09-18,232.2,-1.0
2015-09-19,231.1,-1.0
2015-09-20,231.1,-1.0
2015-09-21,226.3,-1.0
2015-09-22,230.0,-1.0
2015-09-23,229.9,-1.0
2015-09-24,233.8,-1.0
2015-09-25,235.0,-0.5
2015-09-26,234.3,-0.5
2015-09-27,232.5,-0.5
2015-09-28,238.9,-0.5
2015-09-29,236.7,-0.5
2015-09-30,235.9,-0.5
2015-10-01,237.1,0.0
2015-10-02,236.7,0.0
2015-10-03,238.6,0.0
2015-10-04,238.3,0.0
2015-10-05,240.1,0.0
2015-10-06,246.1,0.0
2015-10-07,243.0,0.0
2015-10-08,242.6,0.0
2015-10-09,244.0,0.0
2015-10-10,245.4,0.0
2015-10-11,247.6,0.0
2015-10-12,245.4,0.0
2015-10-13,248.8,0.5
2015-10-14,252.3,0.5
2015-10-15,254.4,0.5
2015-10-16,262.9,0.5
2015-10-17,269.6,0.5
2015-10-18,261.7,0.5
2015-10-19,263.8,0.5
2015-10-20,269.8,0.5
2015-10-21,267.1,0.5
2015-10-22,274.4,0.5
2015-10-23,276.9,0.5
2015-10-24,282.6,0.5
2015-10-25,287.9,0.5
2015-10-26,285.1,0.5
2015-10-27,294.7,0.5
2015-10-28,303.5,0.5
2015-10-29,313.6,1.0
2015-10-30,327.1,1.0
2015-10-31,311.2,1.0
2015-11-01,323.0,1.0
2015-11-02,359.3,1.0
2015-11-03,396.5,1.0
2015-11-04,400.9,1.0
2015-11-05,382.7,1.0
2015-11-06,369.8,1.0
2015-11-07,385.1,1.0
2015-11-08,371.6,1.0
2015-11-09,380.2,1.0
2015-11-10,336.7,1.0
2015-11-11,304.7,1.0
2015-11-12,333.9,0.5
2015-11-13,333.8,0.5
2015-11-14,331.8,0.5
2015-11-15,317.5,0.5
2015-11-16,330.2,0.5
2015-11-17,333.9,0.5
2015-11-18,335.9,0.5
2015-11-19,325.0,0.5
2015-11-20,321.1,0.5
2015-11-21,324.7,0.5
2015-11-22,322.8,0.5
2015-11-23,322.1,0.5
2015-11-24,318.4,0.5
2015-11-25,327.5,0.0
2015-11-26,353.7,0.5
2015-11-27,359.5,1.0
2015-11-28,355.8,1.0
2015-11-29,370.8,1.0
2015-11-30,378.0,1.0
2015-12-01,361.8,1.0
2015-12-02,360.0,1.0
2015-12-03,360.3,1.0
2015-12-04,361.7,1.0
2015-12-05,386.7,1.0
2015-12-06,393.4,1.0
2015-12-07,394.3,1.0
2015-12-08,410.7,1.0
2015-12-09,416.0,1.0
2015-12-10,415.5,1.0
2015-12-11,449.8,1.0
2015-12-12,432.3,1.0
2015-12-13,434.7,1.0
2015-12-14,442.0,1.0
2015-12-15,462.6,1.0
2015-12-16,454.0,1.0
2015-12-17,455.5,1.0
2015-12-18,463.2,1.0
2015-12-19,461.2,1.0
2015-12-20,441.8,1.0
2015-12-21,437.6,1.0
2015-12-22,437.0,1.0
2015-12-23,442.4,1.0
2015-12-24,453.0,1.0
2015-12-25,454.0,1.0
2015-12-26,415.4,1.0
2015-12-27,422.4,0.5
2015-12-28,421.8,0.5
2015-12-29,431.9,0.5
2015-12-30,427.1,0.5
2015-12-31,430.0,0.5
2016-01-01,434.0,0.5
2016-01-02,433.7,0.5
2016-01-03,430.7,1.0
2016-01-04,433.3,0.5
2016-01-05,431.2,1.0
2016-01-06,430.8,0.5
2016-01-07,457.0,0.5
2016-01-08,452.9,1.0
2016-01-09,448.3,1.0
2016-01-10,446.2,1.0
2016-01-11,447.7,1.0
2016-01-12,445.0,1.0
2016-01-13,432.2,1.0
2016-01-14,429.1,0.5
2016-01-15,372.3,0.5
2016-01-16,385.0,0.0
2016-01-17,382.5,0.0
2016-01-18,384.4,0.0
2016-01-19,379.5,0.0
2016-01-20,414.6,0.0
2016-01-21,410.2,0.0
2016-01-22,382.6,0.0
2016-01-23,388.6,0.0
2016-01-24,402.1,-0.5
2016-01-25,392.8,-0.5
2016-01-26,389.8,-0.5
2016-01-27,395.0,-0.5
2016-01-28,379.7,-0.5
2016-01-29,380.3,-0.5
2016-01-30,377.8,-0.5
2016-01-31,369.8,-0.5
2016-02-01,372.2,-0.5
2016-02-02,373.9,-0.5
2016-02-03,368.0,-0.5
2016-02-04,390.6,-0.5
2016-02-05,386.5,-0.5
2016-02-06,376.7,-0.5
2016-02-07,377.9,-0.5
2016-02-08,372.6,-0.5
2016-02-09,375.3,-0.5
2016-02-10,381.9,-1.0
2016-02-11,379.5,-1.0
2016-02-12,384.0,-1.0
2016-02-13,390.1,-0.5
2016-02-14,405.5,-0.5
2016-02-15,401.1,-0.5
2016-02-16,406.4,0.0
2016-02-17,417.1,0.0
2016-02-18,421.4,0.0
2016-02-19,420.0,1.0
2016-02-20,440.1,1.0
2016-02-21,437.9,1.0
2016-02-22,437.8,1.0
2016-02-23,419.9,1.0
2016-02-24,422.7,1.0
2016-02-25,423.5,1.0
2016-02-26,427.3,1.0
2016-02-27,431.3,1.0
2016-02-28,432.5,1.0
2016-02-29,436.2,1.0
2016-03-01,434.0,1.0
2016-03-02,425.4,1.0
2016-03-03,419.6,1.0
2016-03-04,409.5,1.0
2016-03-05,399.0,0.5
2016-03-06,406.0,0.5
2016-03-07,414.9,0.5
2016-03-08,411.9,0.5
2016-03-09,412.8,0.5
2016-03-10,415.8,0.0
2016-03-11,419.1,0.5
2016-03-12,410.4,1.0
2016-03-13,412.4,0.5
2016-03-14,414.3,0.0
2016-03-15,415.1,0.0
2016-03-16,415.9,0.5
2016-03-17,418.2,0.5
2016-03-18,408.2,1.0
2016-03-19,408.7,0.0
2016-03-20,411.5,0.0
2016-03-21,411.1,0.0
2016-03-22,416.2,0.0
2016-03-23,417.0,0.5
2016-03-24,414.7,1.0
2016-03-25,415.7,0.5
2016-03-26,416.5,0.5
2016-03-27,424.6,0.5
2016-03-28,422.2,0.5
2016-03-29,415.0,0.5
2016-03-30,412.4,0.5
2016-03-31,415.7,0.0
2016-04-01,415.6,0.0
2016-04-02,418.5,0.0
2016-04-03,419.1,0.5
2016-04-04,419.3,0.5
2016-04-05,422.1,0.5
2016-04-06,421.3,0.5
2016-04-07,420.1,0.5
2016-04-08,417.7,0.5
2016-04-09,418.0,0.5
2016-04-10,420.3,0.5
2016-04-11,421.4,0.5
2016-04-12,424.7,0.5
2016-04-13,423.5,0.5
2016-04-14,424.0,0.5
2016-04-15,428.7,0.5
2016-04-16,430.0,0.5
2016-04-17,426.3,0.5
2016-04-18,427.7,0.5
2016-04-19,434.9,0.5
2016-04-20,441.2,0.5
2016-04-21,449.3,0.5
2016-04-22,445.3,0.5
2016-04-23,450.1,1.0
2016-04-24,457.6,1.0
2016-04-25,461.7,1.0
2016-04-26,466.0,1.0
2016-04-27,447.0,1.0
2016-04-28,448.5,1.0
2016-04-29,455.0,1.0
2016-04-30,448.5,1.0
2016-05-01,452.2,1.0
2016-05-02,444.2,1.0
2016-05-03,450.3,1.0
2016-05-04,445.8,1.0
2016-05-05,448.1,1.0
2016-05-06,459.6,1.0
2016-05-07,458.5,1.0
2016-05-08,457.9,1.0
2016-05-09,460.4,1.0
2016-05-10,449.4,1.0
2016-05-11,452.5,1.0
2016-05-12,454.4,1.0
2016-05-13,455.4,1.0
2016-05-14,456.4,1.0
2016-05-15,458.1,1.0
2016-05-16,454.9,1.0
2016-05-17,453.3,1.0
2016-05-18,454.2,1.0
2016-05-19,442.7,1.0
2016-05-20,442.1,0.5
2016-05-21,443.6,0.5
2016-05-22,439.6,0.0
2016-05-23,443.7,0.0
2016-05-24,446.1,0.0
2016-05-25,449.8,0.0
2016-05-26,453.3,0.0
2016-05-27,474.0,1.0
2016-05-28,524.2,1.0
2016-05-29,516.0,1.0
2016-05-30,532.3,1.0
2016-05-31,528.9,1.0
2016-06-01,537.4,1.0
2016-06-02,537.1,1.0
2016-06-03,567.0,1.0
2016-06-04,572.0,1.0
2016-06-05,574.9,1.0
2016-06-06,583.6,1.0
2016-06-07,575.6,1.0
2016-06-08,580.5,1.0
2016-06-09,574.7,1.0
2016-06-10,577.9,1.0
2016-06-11,591.6,1.0
2016-06-12,666.5,1.0
2016-06-13,700.1,1.0
2016-06-14,685.1,1.0
2016-06-15,690.8,1.0
2016-06-16,761.2,1.0
